state,year,category,cases
TELANGANA,2018,terrorism,0.0
TELANGANA,2019,abetment suicide,0.0
TELANGANA,2019,data theft,0.0
TELANGANA,2019,emotional motive,4.0
TELANGANA,2019,extortion,49.0
TELANGANA,2019,fraud,2013.0
TELANGANA,2019,hate crime,2.0
TELANGANA,2019,illegal trade,0.0
TELANGANA,2019,personal revenge,11.0
TELANGANA,2019,piracy,0.0
TELANGANA,2019,political motive,6.0
TELANGANA,2019,prank,6.0
TELANGANA,2019,sexual exploitation,78.0
TELANGANA,2019,terrorism,2.0
TELANGANA,2020,abetment suicide,0.0
TELANGANA,2020,data theft,0.0
TELANGANA,2020,emotional motive,24.0
TELANGANA,2020,extortion,115.0
TELANGANA,2020,fraud,4436.0
TELANGANA,2020,hate crime,0.0
TELANGANA,2020,illegal trade,0.0
TELANGANA,2020,personal revenge,96.0
TELANGANA,2020,piracy,0.0
TELANGANA,2020,political motive,8.0
TELANGANA,2020,prank,0.0
TELANGANA,2020,sexual exploitation,85.0
TELANGANA,2020,terrorism,0.0
TELANGANA,2021,abetment suicide,0.0
TELANGANA,2021,data theft,0.0
TELANGANA,2021,emotional motive,166.0
TELANGANA,2021,extortion,102.0
TELANGANA,2021,fraud,8690.0
TELANGANA,2021,hate crime,0.0
TELANGANA,2021,illegal trade,0.0
TELANGANA,2021,personal revenge,485.0
TELANGANA,2021,piracy,0.0
TELANGANA,2021,political motive,17.0
TELANGANA,2021,prank,0.0
TELANGANA,2021,sexual exploitation,87.0
TELANGANA,2021,terrorism,2.0
TELANGANA,2023,abetment suicide,2.0
TELANGANA,2023,data theft,0.0
TELANGANA,2023,emotional motive,165.0
TELANGANA,2023,extortion,134.0
TELANGANA,2023,fraud,14749.0
TELANGANA,2023,hate crime,0.0
TELANGANA,2023,illegal trade,0.0
TELANGANA,2023,personal revenge,3.0
TELANGANA,2023,piracy,9.0
TELANGANA,2023,political motive,38.0
TELANGANA,2023,prank,0.0
TELANGANA,2023,sexual exploitation,195.0
TELANGANA,2023,terrorism,0.0
TRIPURA,2016,data theft,0.0
TRIPURA,2016,extortion,2.0
TRIPURA,2016,hate crime,0.0
TRIPURA,2016,illegal trade,0.0
TRIPURA,2016,personal revenge,0.0
TRIPURA,2016,piracy,0.0
TRIPURA,2016,political motive,0.0
TRIPURA,2016,prank,0.0
TRIPURA,2016,sexual exploitation,1.0
TRIPURA,2017,abetment suicide,0.0
TRIPURA,2017,data theft,0.0
TRIPURA,2017,emotional motive,2.0
TRIPURA,2017,extortion,0.0
TRIPURA,2017,fraud,3.0
TRIPURA,2017,hate crime,0.0
TRIPURA,2017,illegal trade,0.0
TRIPURA,2017,personal revenge,0.0
TRIPURA,2017,piracy,0.0
TRIPURA,2017,political motive,0.0
TRIPURA,2017,prank,0.0
TRIPURA,2017,sexual exploitation,1.0
TRIPURA,2017,terrorism,0.0
TRIPURA,2018,abetment suicide,0.0
TRIPURA,2018,data theft,0.0
TRIPURA,2018,emotional motive,0.0
TRIPURA,2018,extortion,0.0
TRIPURA,2018,fraud,8.0
TRIPURA,2018,hate crime,0.0
TRIPURA,2018,illegal trade,0.0
TRIPURA,2018,personal revenge,5.0
TRIPURA,2018,piracy,0.0
TRIPURA,2018,political motive,4.0
TRIPURA,2018,prank,0.0
TRIPURA,2018,sexual exploitation,3.0
TRIPURA,2018,terrorism,0.0
TRIPURA,2019,abetment suicide,0.0
TRIPURA,2019,data theft,0.0
TRIPURA,2019,emotional motive,1.0
TRIPURA,2019,extortion,3.0
TRIPURA,2019,fraud,2.0
TRIPURA,2019,hate crime,0.0
TRIPURA,2019,illegal trade,0.0
TRIPURA,2019,personal revenge,1.0
TRIPURA,2019,piracy,0.0
TRIPURA,2019,political motive,1.0
TRIPURA,2019,prank,0.0
TRIPURA,2019,sexual exploitation,2.0
TRIPURA,2019,terrorism,0.0
TRIPURA,2020,abetment suicide,0.0
TRIPURA,2020,data theft,0.0
TRIPURA,2020,emotional motive,1.0
TRIPURA,2020,extortion,0.0
TRIPURA,2020,fraud,11.0
TRIPURA,2020,hate crime,0.0
TRIPURA,2020,illegal trade,0.0
TRIPURA,2020,personal revenge,14.0
TRIPURA,2020,piracy,1.0
TRIPURA,2020,political motive,1.0
TRIPURA,2020,prank,0.0
TRIPURA,2020,sexual exploitation,3.0
TRIPURA,2020,terrorism,0.0
TRIPURA,2021,abetment suicide,0.0
TRIPURA,2021,data theft,0.0
TRIPURA,2021,emotional motive,0.0
TRIPURA,2021,extortion,5.0
TRIPURA,2021,fraud,5.0
TRIPURA,2021,hate crime,0.0
TRIPURA,2021,illegal trade,0.0
TRIPURA,2021,personal revenge,13.0
TRIPURA,2021,piracy,0.0
TRIPURA,2021,political motive,0.0
TRIPURA,2021,prank,0.0
TRIPURA,2021,sexual exploitation,1.0
TRIPURA,2021,terrorism,0.0
TRIPURA,2023,abetment suicide,0.0
TRIPURA,2023,data theft,0.0
TRIPURA,2023,emotional motive,0.0
TRIPURA,2023,extortion,1.0
TRIPURA,2023,fraud,17.0
TRIPURA,2023,hate crime,0.0
TRIPURA,2023,illegal trade,0.0
TRIPURA,2023,personal revenge,3.0
TRIPURA,2023,piracy,0.0
TRIPURA,2023,political motive,1.0
TRIPURA,2023,prank,0.0
TRIPURA,2023,sexual exploitation,11.0
TRIPURA,2023,terrorism,0.0
UTTAR PRADESH,2016,data theft,0.0
UTTAR PRADESH,2016,extortion,144.0
UTTAR PRADESH,2016,hate crime,59.0
UTTAR PRADESH,2016,illegal trade,0.0
UTTAR PRADESH,2016,personal revenge,85.0
UTTAR PRADESH,2016,piracy,0.0
UTTAR PRADESH,2016,political motive,4.0
UTTAR PRADESH,2016,prank,97.0
UTTAR PRADESH,2016,sexual exploitation,138.0
UTTAR PRADESH,2017,abetment suicide,0.0
UTTAR PRADESH,2017,data theft,0.0
UTTAR PRADESH,2017,emotional motive,208.0
UTTAR PRADESH,2017,extortion,419.0
UTTAR PRADESH,2017,fraud,3450.0
UTTAR PRADESH,2017,hate crime,51.0
UTTAR PRADESH,2017,illegal trade,0.0
UTTAR PRADESH,2017,personal revenge,41.0
UTTAR PRADESH,2017,piracy,12.0
UTTAR PRADESH,2017,political motive,23.0
UTTAR PRADESH,2017,prank,192.0
UTTAR PRADESH,2017,sexual exploitation,117.0
UTTAR PRADESH,2017,terrorism,18.0
UTTAR PRADESH,2018,abetment suicide,0.0
UTTAR PRADESH,2018,data theft,0.0
UTTAR PRADESH,2018,emotional motive,73.0
UTTAR PRADESH,2018,extortion,199.0
UTTAR PRADESH,2018,fraud,2351.0
UTTAR PRADESH,2018,hate crime,59.0
UTTAR PRADESH,2018,illegal trade,0.0
UTTAR PRADESH,2018,personal revenge,47.0
UTTAR PRADESH,2018,piracy,614.0
UTTAR PRADESH,2018,political motive,45.0
UTTAR PRADESH,2018,prank,191.0
UTTAR PRADESH,2018,sexual exploitation,343.0
UTTAR PRADESH,2018,terrorism,0.0
UTTAR PRADESH,2019,abetment suicide,0.0
UTTAR PRADESH,2019,data theft,0.0
UTTAR PRADESH,2019,emotional motive,81.0
UTTAR PRADESH,2019,extortion,544.0
UTTAR PRADESH,2019,fraud,3549.0
UTTAR PRADESH,2019,hate crime,31.0
UTTAR PRADESH,2019,illegal trade,0.0
UTTAR PRADESH,2019,personal revenge,301.0
UTTAR PRADESH,2019,piracy,18.0
UTTAR PRADESH,2019,political motive,90.0
UTTAR PRADESH,2019,prank,1293.0
UTTAR PRADESH,2019,sexual exploitation,430.0
UTTAR PRADESH,2019,terrorism,106.0
UTTAR PRADESH,2020,abetment suicide,0.0
UTTAR PRADESH,2020,data theft,5.0
UTTAR PRADESH,2020,emotional motive,210.0
UTTAR PRADESH,2020,extortion,1055.0
UTTAR PRADESH,2020,fraud,4674.0
UTTAR PRADESH,2020,hate crime,82.0
UTTAR PRADESH,2020,illegal trade,0.0
UTTAR PRADESH,2020,personal revenge,78.0
UTTAR PRADESH,2020,piracy,36.0
UTTAR PRADESH,2020,political motive,73.0
UTTAR PRADESH,2020,prank,87.0
UTTAR PRADESH,2020,sexual exploitation,560.0
UTTAR PRADESH,2020,terrorism,96.0
UTTAR PRADESH,2021,abetment suicide,0.0
UTTAR PRADESH,2021,data theft,19.0
UTTAR PRADESH,2021,emotional motive,147.0
UTTAR PRADESH,2021,extortion,1108.0
UTTAR PRADESH,2021,fraud,4073.0
UTTAR PRADESH,2021,hate crime,10.0
UTTAR PRADESH,2021,illegal trade,0.0
UTTAR PRADESH,2021,personal revenge,45.0
UTTAR PRADESH,2021,piracy,14.0
UTTAR PRADESH,2021,political motive,64.0
UTTAR PRADESH,2021,prank,94.0
UTTAR PRADESH,2021,sexual exploitation,512.0
UTTAR PRADESH,2021,terrorism,0.0
UTTAR PRADESH,2023,abetment suicide,0.0
UTTAR PRADESH,2023,data theft,0.0
UTTAR PRADESH,2023,emotional motive,202.0
UTTAR PRADESH,2023,extortion,1020.0
UTTAR PRADESH,2023,fraud,3811.0
UTTAR PRADESH,2023,hate crime,13.0
UTTAR PRADESH,2023,illegal trade,3.0
UTTAR PRADESH,2023,personal revenge,90.0
UTTAR PRADESH,2023,piracy,1.0
UTTAR PRADESH,2023,political motive,61.0
UTTAR PRADESH,2023,prank,97.0
UTTAR PRADESH,2023,sexual exploitation,514.0
UTTAR PRADESH,2023,terrorism,0.0
UTTARAKHAND,2016,data theft,0.0
UTTARAKHAND,2016,extortion,8.0
UTTARAKHAND,2016,hate crime,0.0
UTTARAKHAND,2016,illegal trade,0.0
UTTARAKHAND,2016,personal revenge,21.0
UTTARAKHAND,2016,piracy,1.0
UTTARAKHAND,2016,political motive,0.0
UTTARAKHAND,2016,prank,0.0
UTTARAKHAND,2016,sexual exploitation,1.0
UTTARAKHAND,2017,abetment suicide,0.0
UTTARAKHAND,2017,data theft,0.0
UTTARAKHAND,2017,emotional motive,3.0
UTTARAKHAND,2017,extortion,17.0
UTTARAKHAND,2017,fraud,54.0
UTTARAKHAND,2017,hate crime,0.0
UTTARAKHAND,2017,illegal trade,0.0
UTTARAKHAND,2017,personal revenge,0.0
UTTARAKHAND,2017,piracy,0.0
UTTARAKHAND,2017,political motive,0.0
UTTARAKHAND,2017,prank,0.0
UTTARAKHAND,2017,sexual exploitation,18.0
UTTARAKHAND,2017,terrorism,0.0
UTTARAKHAND,2018,abetment suicide,0.0
UTTARAKHAND,2018,data theft,5.0
UTTARAKHAND,2018,emotional motive,41.0
UTTARAKHAND,2018,extortion,16.0
UTTARAKHAND,2018,fraud,46.0
UTTARAKHAND,2018,hate crime,0.0
UTTARAKHAND,2018,illegal trade,0.0
UTTARAKHAND,2018,personal revenge,3.0
UTTARAKHAND,2018,piracy,0.0
UTTARAKHAND,2018,political motive,0.0
UTTARAKHAND,2018,prank,22.0
UTTARAKHAND,2018,sexual exploitation,13.0
UTTARAKHAND,2018,terrorism,0.0
UTTARAKHAND,2019,abetment suicide,0.0
UTTARAKHAND,2019,data theft,0.0
UTTARAKHAND,2019,emotional motive,8.0
UTTARAKHAND,2019,extortion,5.0
UTTARAKHAND,2019,fraud,28.0
UTTARAKHAND,2019,hate crime,0.0
UTTARAKHAND,2019,illegal trade,0.0
UTTARAKHAND,2019,personal revenge,4.0
UTTARAKHAND,2019,piracy,0.0
UTTARAKHAND,2019,political motive,0.0
UTTARAKHAND,2019,prank,0.0
UTTARAKHAND,2019,sexual exploitation,11.0
UTTARAKHAND,2019,terrorism,0.0
UTTARAKHAND,2020,abetment suicide,0.0
UTTARAKHAND,2020,data theft,0.0
UTTARAKHAND,2020,emotional motive,5.0
UTTARAKHAND,2020,extortion,33.0
UTTARAKHAND,2020,fraud,98.0
UTTARAKHAND,2020,hate crime,0.0
UTTARAKHAND,2020,illegal trade,4.0
UTTARAKHAND,2020,personal revenge,11.0
UTTARAKHAND,2020,piracy,0.0
UTTARAKHAND,2020,political motive,1.0
UTTARAKHAND,2020,prank,0.0
UTTARAKHAND,2020,sexual exploitation,44.0
UTTARAKHAND,2020,terrorism,0.0
UTTARAKHAND,2021,abetment suicide,0.0
UTTARAKHAND,2021,data theft,0.0
UTTARAKHAND,2021,emotional motive,25.0
UTTARAKHAND,2021,extortion,264.0
UTTARAKHAND,2021,fraud,256.0
UTTARAKHAND,2021,hate crime,0.0
UTTARAKHAND,2021,illegal trade,0.0
UTTARAKHAND,2021,personal revenge,20.0
UTTARAKHAND,2021,piracy,8.0
UTTARAKHAND,2021,political motive,0.0
UTTARAKHAND,2021,prank,5.0
UTTARAKHAND,2021,sexual exploitation,74.0
UTTARAKHAND,2021,terrorism,0.0
UTTARAKHAND,2023,abetment suicide,0.0
UTTARAKHAND,2023,data theft,0.0
UTTARAKHAND,2023,emotional motive,14.0
UTTARAKHAND,2023,extortion,70.0
UTTARAKHAND,2023,fraud,187.0
UTTARAKHAND,2023,hate crime,0.0
UTTARAKHAND,2023,illegal trade,0.0
UTTARAKHAND,2023,personal revenge,0.0
UTTARAKHAND,2023,piracy,0.0
UTTARAKHAND,2023,political motive,1.0
UTTARAKHAND,2023,prank,17.0
UTTARAKHAND,2023,sexual exploitation,102.0
UTTARAKHAND,2023,terrorism,0.0
WEST BENGAL,2016,data theft,0.0
WEST BENGAL,2016,extortion,42.0
WEST BENGAL,2016,hate crime,0.0
WEST BENGAL,2016,illegal trade,0.0
WEST BENGAL,2016,personal revenge,57.0
WEST BENGAL,2016,piracy,1.0
WEST BENGAL,2016,political motive,2.0
WEST BENGAL,2016,prank,1.0
WEST BENGAL,2016,sexual exploitation,23.0
WEST BENGAL,2017,abetment suicide,0.0
WEST BENGAL,2017,data theft,0.0
WEST BENGAL,2017,emotional motive,3.0
WEST BENGAL,2017,extortion,7.0
WEST BENGAL,2017,fraud,45.0
WEST BENGAL,2017,hate crime,4.0
WEST BENGAL,2017,illegal trade,0.0
WEST BENGAL,2017,personal revenge,8.0
WEST BENGAL,2017,piracy,0.0
WEST BENGAL,2017,political motive,9.0
WEST BENGAL,2017,prank,17.0
WEST BENGAL,2017,sexual exploitation,81.0
WEST BENGAL,2017,terrorism,0.0
WEST BENGAL,2018,abetment suicide,0.0
WEST BENGAL,2018,data theft,0.0
WEST BENGAL,2018,emotional motive,9.0
WEST BENGAL,2018,extortion,25.0
WEST BENGAL,2018,fraud,68.0
WEST BENGAL,2018,hate crime,2.0
WEST BENGAL,2018,illegal trade,0.0
WEST BENGAL,2018,personal revenge,28.0
WEST BENGAL,2018,piracy,0.0
WEST BENGAL,2018,political motive,1.0
WEST BENGAL,2018,prank,3.0
WEST BENGAL,2018,sexual exploitation,39.0
WEST BENGAL,2018,terrorism,0.0
WEST BENGAL,2019,abetment suicide,0.0
WEST BENGAL,2019,data theft,0.0
WEST BENGAL,2019,emotional motive,9.0
WEST BENGAL,2019,extortion,25.0
WEST BENGAL,2019,fraud,68.0
WEST BENGAL,2019,hate crime,2.0
WEST BENGAL,2019,illegal trade,0.0
WEST BENGAL,2019,personal revenge,28.0
WEST BENGAL,2019,piracy,0.0
WEST BENGAL,2019,political motive,1.0
WEST BENGAL,2019,prank,3.0
WEST BENGAL,2019,sexual exploitation,39.0
WEST BENGAL,2019,terrorism,0.0
WEST BENGAL,2020,abetment suicide,0.0
WEST BENGAL,2020,data theft,0.0
WEST BENGAL,2020,emotional motive,8.0
WEST BENGAL,2020,extortion,12.0
WEST BENGAL,2020,fraud,72.0
WEST BENGAL,2020,hate crime,0.0
WEST BENGAL,2020,illegal trade,0.0
WEST BENGAL,2020,personal revenge,66.0
WEST BENGAL,2020,piracy,0.0
WEST BENGAL,2020,political motive,1.0
WEST BENGAL,2020,prank,3.0
WEST BENGAL,2020,sexual exploitation,44.0
WEST BENGAL,2020,terrorism,0.0
WEST BENGAL,2021,abetment suicide,0.0
WEST BENGAL,2021,data theft,0.0
WEST BENGAL,2021,emotional motive,5.0
WEST BENGAL,2021,extortion,18.0
WEST BENGAL,2021,fraud,47.0
WEST BENGAL,2021,hate crime,0.0
WEST BENGAL,2021,illegal trade,0.0
WEST BENGAL,2021,personal revenge,10.0
WEST BENGAL,2021,piracy,0.0
WEST BENGAL,2021,political motive,4.0
WEST BENGAL,2021,prank,21.0
WEST BENGAL,2021,sexual exploitation,53.0
WEST BENGAL,2021,terrorism,0.0
WEST BENGAL,2023,abetment suicide,0.0
WEST BENGAL,2023,data theft,0.0
WEST BENGAL,2023,emotional motive,4.0
WEST BENGAL,2023,extortion,8.0
WEST BENGAL,2023,fraud,12.0
WEST BENGAL,2023,hate crime,0.0
WEST BENGAL,2023,illegal trade,0.0
WEST BENGAL,2023,personal revenge,15.0
WEST BENGAL,2023,piracy,0.0
WEST BENGAL,2023,political motive,0.0
WEST BENGAL,2023,prank,2.0
WEST BENGAL,2023,sexual exploitation,12.0
WEST BENGAL,2023,terrorism,0.0
